measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1990,7022891.983708474,7781359.204510286,6355569.292127155
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1990,0.1256865115658595,0.1394723531348612,0.1138585651833719
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1990,12371.95531850455,13708.11748475722,11196.35891998091
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1991,7114638.412412113,7878713.354673189,6448582.217599881
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,0.1256672931426363,0.1391400164983693,0.1139539611444202
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1991,12357.21865837024,13684.3192902772,11200.36407758116
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1992,7199410.450129166,7969782.018906874,6533996.788611297
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1992,0.1256645058392731,0.1390559346866213,0.1140660952502159
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1992,12343.804042043039,13664.6504850157,11202.913978672981
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1993,7280506.274647347,8058290.370892873,6615885.8068630695
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1993,0.1256910973162974,0.1392500867920607,0.1142191036897308
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1993,12333.39860471443,13650.988470793951,11207.51135995242
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1994,7359764.067697927,8139420.300650151,6695020.970362624
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1994,0.1257557650671303,0.1390749916578012,0.1143830202902098
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1994,12327.8438105209,13633.793318864371,11214.37753596479
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1995,7434785.238295765,8210131.561305944,6752196.252419872
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1995,0.1258736244094673,0.1391844477347608,0.1142895494592145
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1995,12329.59888247693,13615.40726177992,11197.61616506145
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1996,7506420.237895133,8279435.843809234,6837785.665927749
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1996,0.1261012837705634,0.1392152083632356,0.1147763179482343
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1996,12339.348762893549,13610.06221327831,11240.22096069806
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1997,7578618.35203998,8348309.337342053,6881675.047916863
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1997,0.1264521632755248,0.1394420712822582,0.1147791428307567
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1997,12355.21174923299,13610.01766017099,11219.00436951538
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1998,7649557.05735093,8407076.12538932,6969110.492378397
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1998,0.1268733268946125,0.1397160164836454,0.1153732240328974
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1998,12375.87463119604,13601.43069235053,11275.01070950848
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,1999,7711686.1887607025,8471777.787920117,7040570.933272291
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,1999,0.1272989601936354,0.1400645311489003,0.1162251543517206
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,1999,12399.31886141229,13621.440440424958,11320.25886832196
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2000,7766714.495231499,8521863.423593644,7106640.719838678
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2000,0.1276511605727,0.1402432698754843,0.1169283321069687
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2000,12422.9256899519,13630.79280385823,11367.13208937271
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2001,7824191.213428248,8579260.073835058,7153748.849010627
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2001,0.127990023275409,0.1406214383771826,0.1170671313816567
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2001,12450.56161562679,13652.09556515523,11383.69301027089
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2002,7884414.833226671,8652081.81972244,7204925.535928929
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2002,0.1283955202726203,0.1409936603767591,0.1173621718287315
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2002,12484.47903411405,13700.03181777774,11408.55012049715
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2003,7943119.855176441,8714663.958306164,7261772.648010729
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2003,0.128816588936728,0.1414766064714841,0.1180210043215507
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2003,12520.207824433948,13736.34111878495,11446.24585610823
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2004,7997954.042400921,8793906.477956539,7325871.386841578
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2004,0.1291870765400704,0.1421409095790388,0.1185176513493124
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2004,12553.349723375652,13802.652886876049,11498.46886590591
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2005,8047254.287312039,8860259.166945316,7373486.72468544
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2005,0.1294822042183029,0.1426714269450048,0.1187457050536066
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2005,12579.24116710869,13850.107488192609,11526.026696898869
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2006,8088302.431700774,8884032.107445002,7414895.70240867
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2006,0.1296368586424797,0.1424797295130578,0.1189799150574797
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2006,12591.85022356853,13830.64031333441,11543.4922094622
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2007,8120322.77865855,8894173.946551474,7447694.887595847
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2007,0.1296817455811974,0.142012571874916,0.1190049087919517
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2007,12593.094309224101,13793.19201521562,11549.974879362419
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2008,8243514.5329794,9012691.701565333,7562514.40721214
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2008,0.1296138045086734,0.1418846247712095,0.1190602451391524
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2008,12581.73786963109,13755.70141051364,11542.35532990106
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2009,8468577.37793219,9267989.049058158,7763689.273491576
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2009,0.1294579452261328,0.1419522073366835,0.1186291147821917
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2009,12561.158348127368,13746.899014856252,11515.621334949381
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2010,8510850.538422382,9338063.515729602,7781573.48013145
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2010,0.1294098900451941,0.1421415565473507,0.1182771599324047
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2010,12557.302505359561,13777.81079010867,11481.29340499584
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2011,8356562.061840744,9160830.679303586,7645099.956838736
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2011,0.1294793939377092,0.1420920465496976,0.1183977364957248
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2011,12569.93161492336,13779.71159941018,11499.75108610015
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2012,8292858.637948373,9062888.123429898,7583811.539450351
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2012,0.1294954816736144,0.1418183152695267,0.1183828722989105
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2012,12574.24085648421,13741.81607267465,11499.13161076443
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2013,8315916.626303972,9073144.461664133,7614388.485987496
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2013,0.1294733720319667,0.1414696802965638,0.1185879202613792
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2013,12572.69829027117,13717.538665517932,11512.0693726561
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2014,8341653.910771141,9094264.063186478,7632399.5460245265
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2014,0.1294842402378726,0.1413306049462744,0.1186224139261299
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2014,12575.30319524034,13709.88645123206,11506.08014011939
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2015,8364873.03357711,9123941.837055773,7662591.191361617
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2015,0.1295405363186926,0.141394371667585,0.1185227979022505
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2015,12584.23913469625,13726.193507980768,11527.71590871064
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2016,8385029.574672816,9130951.220325224,7674541.7346682595
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2016,0.1296330548251598,0.1411190641337791,0.1185645959464941
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2016,12597.59015106842,13718.25586763582,11530.15985329937
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2017,8405939.688565744,9147334.199777115,7698325.24257523
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2017,0.1297392663639741,0.1410778701254309,0.1187487749242995
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2017,12612.05519735804,13724.42440827864,11550.36872541964
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2018,8424055.774054613,9171772.066091465,7693342.02534364
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2018,0.1298388576732878,0.1412916196245746,0.1184089993067849
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2018,12626.40163515309,13747.116699918219,11531.17084383174
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2019,8434848.248323744,9188718.547203291,7672299.85046767
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2019,0.1299080753075973,0.1415071741928727,0.1182369340843182
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,12638.714744649222,13768.30847075989,11496.11781868704
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2020,8587328.679965423,9555865.694055628,7649593.842901224
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2020,0.1321970678108478,0.1473388612049434,0.1177253196057807
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2020,12869.14748045554,14320.61698152246,11463.83875576508
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,1,Number,2021,8875149.237589445,9919811.165881088,7983559.621005846
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,2,Percent,2021,0.1366164365450334,0.1524178144968715,0.1230721131931438
5,Prevalence,18,Thailand,3,Both,22,All ages,558,Mental disorders,3,Rate,2021,13309.413892401812,14876.01718087162,11972.361983570801
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1990,15435.196400092906,17261.03211322639,13937.536092698134
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1990,0.1023565125105494,0.1145071424056729,0.0924446264176407
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1990,10139.58229105716,11338.99763916097,9155.74965703977
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1991,15821.493475513442,17666.850852424956,14258.91213451818
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1991,0.1025363940119649,0.1146289213860369,0.0923323858798906
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1991,10150.47875523541,11334.39106282808,9147.98498120282
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1992,16221.56986003573,18078.14491660752,14596.050881282195
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1992,0.1027234702355652,0.1147206033736439,0.0924273929947351
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1992,10162.962882385671,11326.12425031139,9144.560274732661
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1993,16637.072004303132,18528.97748851236,14950.202659217484
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1993,0.1029226206889461,0.114819856913002,0.0924237754008105
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1993,10177.534458278931,11334.885538587181,9145.61184101893
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1994,17067.679895625195,19004.34402287384,15329.83671017853
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1994,0.1031330217754165,0.1149595758746815,0.0926131649382291
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1994,10193.0782848405,11349.6835868621,9155.21187626232
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1995,17513.56789369999,19547.46337191833,15733.424283655911
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1995,0.1033262379050829,0.1154724058872182,0.0927572486030137
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1995,10208.65260104952,11394.20956408535,9171.0075132399
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1996,17969.63010204086,20058.228238464195,16138.203815274515
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1996,0.1034881805527047,0.1155782700646773,0.0930078225383943
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1996,10220.808912960749,11408.76672439751,9179.125917322099
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1997,18435.392111165234,20543.819854269488,16537.40338990065
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1997,0.1036073784709219,0.1153969002693836,0.0930500660544766
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,3,Rate,1997,10229.06863897062,11398.95165390587,9175.949899280291
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,1,Number,1998,18918.14230619014,21058.969246656397,16987.59471722073
5,Prevalence,30,Vanuatu,3,Both,22,All ages,558,Mental disorders,2,Percent,1998,0.1037210281966307,0.1154124127430204,0.0931232491519658
